Year,Month,Title,Review Text,Rating
2023,February,"Excellent, no hesitation in flying SIA again",Having read reviews in advance I was a little concerned that my SIA experience would not live up to expectations …….. I had nothing to worry about.   Economy extra leg room LHR to SIN with a 4.5hr layover then SIN to AKL ….. same on return but with a 4 night stay in beautiful…,5.0
2022,October,"Airline cancelled my fight, still no refund after 5 months",Booked a flight from Vancouver to Tokyo October 2022 through a travel agent. After 2 weeks of being asked to accept changes to the flight Singapore Airlines cancelled my ticket with no explanation. Was offered a refund but told it would take 12-14 weeks to receive despite being…,1.0
2023,March,Once the 5 star option now BEWARE,I have flown regularly with Singapore airlines for 25 years. Sometimes 5-6 times a year. Many times in the past  I was given complimentary upgrade to business class.  Things have changed.  Beware of flights with their partners Vistara.   I booked round trip tickets with…,1.0
2023,February,Wonderful Service,They are the best in the world. I travel on all different airlines and have been in search to find my perfect airline. Finally my journey ends with Singapore Airline. I am now only going to be flying on SQ for the rest of my life  Besides complimenting on all your staff who I…,5.0
2023,March,Poor customer Service over phone,Trying to find out about alcohol restrictions on checkin luggage. Nothing on the website. Tried calling customer service in London and in Singapore - automated messages and it is frustratingly circular - after having pressed numerous buttons it left me only with 1 option to send…,1.0
2023,February,Expected service and on time,"Perth to Hanoi via Singapore return in economy seats for 4 adults. Paid an eye watering amount for 4 tickets one of whom required extra lounge room ($400AU extra for al 4 flights). All4 flights were on time, boarding was explained and staff enforced the correct process.  On two…",4.0
2023,March,Nothing but agro from the get go,Booked a flight 3 months in advance and ever since it’s been an unending series of emails stating that something had changed.  Breaking point was when I received a notification stating not only will my first leg be departing an hour late but that my second leg would depart 5hrs…,1.0
2023,March,One of my worst flights,"I was given a seat on my flight which must have been the worst seat on the plane, it was almost in the walkway and I could not stretch my legs out at anytime. 4 times during the flight I had my leg kicked and stepped on by the cabin crew, the never seemed that bothered abou in…",1.0
2023,February,Unpleasant uncomfortable new long haul planes,"What happened to Singapore  Airline? My flight out from  London to Christchurch was fine - very good for an economy class flight, as was the flight from Christchurch to Singapore, where I changed planes.  Then came the 14 hour flight to London. It was 14 hours of torture and…",3.0
2022,December,Check in at Sydney,"During check-in at Sydney Airport, I requested the agent to seat my wife beside my 6 year old grand daughter and me to be seated in her seat 17K. Our original seat whilie booking were 16A, 16C and 16D. SQ reseated us to 17 D and K wothout any valid reason, and left my grand…",2.0
2023,March,Luggage checked  through incorrectly,"Excellent service from Singapore airlines in Australia, but Manila terrible. Luggage tagged to Melbourne instead of final destination of New Zealand and told to claim and re check in there, but I didn’t have a visa to enter Australia so could not pick my luggage up and hence…",3.0
2022,December,"Poor service, Liars and generally disgusting","Firstly 1 star cause i cant put zero My family and I travelled to the Philippines via Singapore ? To start with a stupid little man split my family up When we realised we talk to a supervisor who said it would be fixed at the boarding gate. It wasn't, we spoke to someone again…",1.0
2023,March,Zero reply from Singapore airlines since 22nd December 2022,It’s extremely disappointing that an airline like Singapore airlines has not responded at all regarding late baggage & broken golf club! My review & 3 emails to Singapore Airways customer service is silent. Not exactly the so called high customer service they market themselves…,2.0
2023,March,Airline cancellation (SQ469) without prior notice,On 24th of December 2022 my parents were supposed to land Sri Lanka to Celebrate Christmas with the family. They are very old and my mother requested Wheel chair assistance as she can’t walk properly. Also both of them are diabetic patients. When buying tickets I paid a higher…,1.0
2023,February,Holliday return,"We had a poor flight from Manchester to Melbourne on 30th November 2022 Without going into details the flight back was worse  The inflight tv screen was rubbish  The food was poor , and  considering the extra cost  It was not much better than basic economy,  I certainly won’t be…",1.0
2023,February,"Good in the air, appalling otherwise","Our first time on SIA. LHR to Phuket return via Singapore. It was a lot of flying time, going so far past Phuket, but the onboard experience was pretty good for Economy, A380 out, A350 back. The cabin crew, food, drink and entertainment systems were all excellent. So why are we…",5.0
